PPG_IR1,PPG_IR2,PPG_G1,PPG_G2,PacketCounter,PacketLoss
29262,28330,167928,169811,8260,0
29115,28341,168190,169939,8270,0
29021,28366,168256,170006,8280,0
29212,28424,168246,170005,8290,0
29142,28341,168235,170029,8300,0
29092,28291,168186,169955,8310,0
29139,28341,168449,170142,8320,0
29070,28284,168268,169595,8330,0
29071,28299,168179,169655,8340,0
29150,28370,168258,169737,8350,0
29079,28276,168242,169711,8360,0
29127,28247,168217,169654,8370,0
29336,28575,168218,169699,8380,0
29122,28331,168226,169692,8390,0
29077,28311,168251,169696,8400,0
29089,28319,168191,169673,8410,0
29108,28210,168265,169737,8420,0
29094,28316,168199,169660,8430,0
29106,28304,168247,169744,8440,0
29082,28300,168093,169663,8450,0
29157,28298,168386,169637,8460,0
29069,28270,168115,169721,8470,0
29095,28293,166587,169641,8480,0
29129,28345,168192,169678,8490,0
29014,28292,168224,169678,8500,0
29143,28328,167834,169318,8510,0
29223,28308,168248,169735,8520,0
28991,28320,168200,169669,8530,0
29409,28564,168207,169659,8540,0
29077,28133,168259,169721,8550,0
29109,28318,168155,169626,8560,0
29114,28346,168482,169648,8570,0
29094,28292,168397,169632,8580,0
29120,28340,168444,169721,8590,0
29074,28282,168410,169657,8600,0
29150,28386,168425,169673,8610,0
29075,28296,168437,169705,8620,0
29225,28438,168433,169724,8630,0
29086,28264,168445,169716,8640,0
29065,28291,168441,169614,8650,0
29101,28316,168412,169654,8660,0
29068,28267,168458,169707,8670,0
29098,28310,168492,169733,8680,0
29081,28292,168410,169545,8690,0
29099,28331,168388,169680,8700,0
29431,28611,168590,169675,8710,0
29539,28750,168252,169719,8720,0
29513,28732,167384,169834,8730,0
29525,28721,168425,169681,8740,0
29453,28726,168477,169646,8750,0
29704,28734,168432,169692,8760,0
29372,28696,168451,169712,8770,0
29447,28695,168431,169681,8780,0
29511,28761,168379,169643,8790,0
29510,28667,168435,169699,8800,0
29540,28743,168410,169672,8810,0
29483,28687,168479,169745,8820,0
29539,28728,168385,169654,8830,0
29502,28715,168455,169725,8840,0
29220,28424,168390,169644,8850,0
29537,28745,168441,169692,8860,0
29509,28714,168436,169710,8870,0
29523,28714,168405,169668,8880,0
29528,28725,168420,169695,8890,0
29525,28712,168437,169716,8900,0
29490,28681,168463,169722,8910,0
29536,28733,168383,169630,8920,0
29554,28737,168436,169686,8930,0
29496,28695,168398,169686,8940,0
29508,28711,168358,169644,8950,0
29534,28734,168613,169680,8960,0
29504,28686,168185,169659,8970,0
29534,28709,168605,169763,8980,0
29507,28692,168391,169669,8990,0
29453,28764,168438,169674,9000,0
29619,28695,168398,169675,9010,0
29491,28712,168382,169624,9020,0
29508,28786,168411,169656,9030,0
29324,28522,168294,169481,9040,0
29520,28700,168372,169623,9050,0
29523,28727,168426,169691,9060,0
29493,28701,168419,169679,9070,0
29555,28762,168400,169636,9080,0
29513,28706,168452,169723,9090,0
29365,28550,168370,169633,9100,0
29514,28724,168454,169688,9110,0
29483,28675,168401,169639,9120,0
29557,28654,168365,169611,9130,0
29550,28759,168433,169697,9140,0
29486,28697,168416,169684,9150,0
29537,28750,168405,169648,9160,0
29530,28732,168414,169687,9170,0
29483,28677,168422,169659,9180,0
29540,28635,168362,169641,9190,0
29531,28714,168375,169682,9210,-10
29564,28786,168636,169663,9220,0
29860,29025,168186,169620,9230,0
29909,29081,172666,173988,9240,0
29892,29157,172833,174320,9260,-10
30080,29107,172992,174363,9270,0
29945,29136,172915,174287,9280,0
29807,29121,172989,174363,9290,0
29818,28977,172691,174085,9300,0
29968,28965,172936,174346,9310,0
29890,29098,172943,174322,9320,0
29976,29154,172901,174259,9330,0
29885,29082,172954,174340,9340,0
29950,29135,172891,174277,9350,0
30019,29213,172931,174330,9360,0
29903,29081,172933,174327,9370,0
29955,29137,172939,174304,9380,0
29903,29096,172940,174348,9390,0
29965,29152,172917,174311,9400,0
29886,29081,172923,174307,9410,0
29955,29165,172889,174282,9420,0
29881,29060,172963,174357,9430,0
29948,29137,172881,174272,9440,0
29908,29086,172928,174321,9450,0
29939,29145,172804,174278,9460,0
29935,29116,173189,174352,9470,0
29930,29112,172802,174299,9480,0
29939,29121,172750,174150,9490,0
29942,29133,172757,174328,9500,0
29844,29063,172935,174319,9510,0
29943,29121,172828,174261,9520,0
30093,29186,172890,174277,9530,0
29759,29129,172923,174316,9540,0
29434,29008,172777,174162,9550,0
29912,29054,172882,174254,9560,0
29938,29107,172874,174271,9570,0
29987,29206,172925,174317,9580,0
29952,29149,172873,174267,9590,0
29881,29079,172941,174332,9600,0
30090,29265,172870,174272,9610,0
29936,29139,172901,174297,9620,0
29877,28857,172911,174299,9630,0
29924,29112,172857,174246,9640,0
29910,29081,172910,174300,9650,0
29929,29127,172933,174325,9660,0
29941,29121,172870,174268,9670,0
29918,29096,172933,174321,9680,0
29951,29136,172874,174291,9690,0
29949,29129,172927,174336,9700,0
29914,29098,172784,174259,9710,0
29968,29155,173093,174336,9720,0
29865,29068,172720,174260,9730,0
29981,29183,172745,174100,9740,0
29948,29134,172586,174300,9750,0
30295,29523,172870,174274,9760,0
30481,29642,172846,174288,9770,0
30484,29556,172951,174372,9780,0
30172,29535,172858,174251,9790,0
30458,29464,173097,174507,9800,0
30363,29481,172875,174265,9810,0
30384,29491,172866,174272,9820,0
30359,29487,172908,174308,9830,0
30312,29501,172920,174324,9840,0
30325,29512,172846,174241,9850,0
30508,29670,172871,174064,9860,0
30331,29517,172897,174302,9870,0
30354,29535,172851,174267,9880,0
30343,29502,172900,174311,9890,0
30317,29481,172905,174321,9900,0
30352,29545,172855,174259,9910,0
30370,29560,172902,174327,9920,0
30352,29543,172867,174274,9930,0
30383,29566,172860,174257,9940,0
30368,29562,172932,174373,9950,0
30298,29463,172814,174258,9960,0
30365,29543,173052,174264,9970,0
30330,29521,172676,174283,9980,0
30374,29555,172844,174235,9990,0
30332,29425,172922,174302,10000,0
30260,29547,172848,174262,10010,0
30569,29649,172913,174306,10020,0
30454,29559,172835,174232,10030,0
30168,29517,172895,174285,10040,0
30405,29581,173092,174471,10050,0
30321,29497,172891,174280,10060,0
30373,29559,172855,174256,10070,0
30244,29430,172865,174262,10080,0
30388,29425,172838,174253,10090,0
30319,29500,172902,174304,10100,0
30394,29574,172861,174269,10110,0
30292,29473,172857,174290,10120,0
30359,29449,172836,174266,10130,0
30347,29524,172885,174302,10140,0
30355,29565,172842,174258,10150,0
30353,29513,172908,174304,10160,0
30330,29382,172850,174262,10170,0
30340,29524,172882,174302,10180,0
30376,29546,172867,174261,10190,0
30316,29476,172975,174386,10200,0
30403,29609,172777,174259,10210,0
30301,29473,173013,174296,10220,0
30378,29545,172873,174236,10230,0
30321,29489,171087,174257,10240,0
30391,29570,172912,174238,10250,0
30396,29564,172935,174286,10260,0
30964,30166,172820,174257,10270,0
30893,29827,172896,174294,10280,0
30668,29952,172868,174280,10290,0
30336,29893,173066,174456,10300,0
30843,29841,172882,174309,10310,0
30704,29646,172840,174244,10320,0
30679,29840,172874,174260,10330,0
30797,29965,172861,174267,10340,0
30738,29910,172867,174275,10350,0
30781,29955,172868,174306,10360,0
30709,29884,172883,174174,10370,0
30791,29955,172839,174245,10380,0
30739,29904,172875,174277,10390,0
30798,29946,172862,174269,10400,0
30727,29896,172873,174308,10410,0
30813,29968,172841,174251,10420,0
30720,29880,172859,174259,10430,0
30809,29986,172861,174271,10440,0
30748,29932,172944,174357,10450,0
30790,29957,172826,174255,10460,0
30711,29904,172819,174318,10470,0
30788,29958,173103,174285,10480,0
30736,29910,172656,174234,10490,0
30756,29926,172864,174281,10500,0
30859,29921,172828,174239,10510,0
30675,29918,172897,174307,10520,0
30851,29964,172828,174239,10530,0
30781,29889,172870,174267,10540,0
30617,29979,173056,174465,10550,0
30760,29895,172904,174332,10560,0
30804,29961,172826,174248,10570,0
30637,29800,172909,174274,10580,0
30785,29983,172831,174229,10590,0
30732,29913,172906,174246,10600,0
30798,29979,172853,174281,10610,0
30771,29936,172868,174287,10620,0
30713,29882,172853,174273,10630,0
30774,29951,172816,174236,10640,0
30750,29911,172887,174306,10650,0
30764,29960,172794,174217,10660,0
30755,29930,172873,174286,10670,0
30792,29960,172844,174253,10680,0
30729,29897,172840,174271,10690,0
30773,29955,173009,174423,10700,0
30733,29917,172804,174227,10710,0
30771,29927,172801,174333,10720,0
30780,29959,172919,174221,10730,0
30730,29900,172856,174296,10740,0
30794,29953,172646,174208,10750,0
30879,30048,172902,174288,10760,0
30949,29963,174549,176008,10770,0
31077,30311,177476,179043,10780,0
31405,30378,177627,179178,10790,0
31086,30336,177443,179004,10800,0
31212,30363,177456,179000,10810,0
31191,30331,177420,178989,10820,0
31117,30236,177410,178922,10830,0
31176,30331,177403,178942,10840,0
31230,30393,177441,179005,10850,0
31145,30313,177442,178973,10860,0
31246,30409,177409,178813,10870,0
31169,30260,177401,178955,10880,0
31207,30367,177441,178993,10890,0
31175,30322,177400,178951,10900,0
31215,30364,177420,178983,10910,0
31157,30315,177402,178949,10920,0
31184,30352,177423,178971,10930,0
31159,30336,177416,178968,10940,0
31214,30361,177541,179099,10950,0
31149,30316,177414,178965,10960,0
31228,30390,177338,178905,10970,0
31166,30320,177416,178988,10980,0
31200,30388,177513,178898,10990,0
31199,30378,177300,178965,11000,0
31297,30466,177455,178972,11010,0
31212,30398,177436,179003,11020,0
31065,30341,177419,178966,11030,0
31325,30358,177574,179112,11040,0
31186,30340,177388,178955,11050,0
31034,30311,177453,179003,11060,0
31199,30345,177380,178967,11070,0
30991,30063,177409,178940,11080,0
31145,30300,177399,178945,11090,0
31237,30397,177397,178961,11100,0
31133,30309,177416,178993,11110,0
31203,30320,177390,178960,11120,0
31189,30367,177453,178994,11130,0
31242,30378,177392,178933,11140,0
31147,30312,177460,179034,11150,0
31196,30367,177387,178914,11160,0
31202,30361,177425,178946,11170,0
31151,30319,177411,178964,11180,0
31220,30385,177412,178957,11190,0
31177,30346,177587,179079,11200,0
31244,30406,177373,178910,11210,0
31205,30347,177429,178992,11220,0
31167,30335,177330,178936,11230,0
31235,30384,177580,178950,11240,0
31168,30332,177316,179007,11250,0
31017,30169,177344,178854,11260,0
31199,30354,177425,178992,11270,0
31314,30567,177389,178930,11280,0
31736,30758,177424,178976,11290,0
31639,30718,177375,178948,11300,0
31454,30774,177414,178974,11310,0
31361,30512,177361,178923,11320,0
31615,30725,177419,178966,11330,0
31596,30731,177394,178932,11340,0
31569,30743,177436,178975,11350,0
31638,30765,177377,178939,11360,0
31560,30711,177427,178976,11370,0
31627,30765,177358,178902,11380,0
31622,30764,177435,178987,11390,0
31576,30745,177420,178979,11400,0
31638,30778,177338,178758,11410,0
31578,30739,177434,178984,11420,0
31625,30759,177338,178891,11430,0
31608,30770,177411,178974,11440,0
31640,30804,177432,179033,11450,0
31592,30738,177426,178973,11460,0
31636,30787,177362,178928,11470,0
31607,30766,177310,178927,11480,0
31578,30735,177564,178939,11490,0
31606,30755,177194,178936,11500,0
31317,30401,177149,178697,11510,0
31627,30786,177393,178903,11520,0
31539,30723,177452,178953,11530,0
31703,30770,177355,178890,11540,0
31674,30766,177430,178983,11550,0
31450,30700,177342,178891,11560,0
31565,30676,177397,178827,11570,0
31597,30718,177376,178936,11580,0
31615,30794,177386,178941,11590,0
31576,30721,177369,178940,11600,0
31593,30752,177406,178844,11610,0
31599,30743,177348,178912,11620,0
31552,30680,177384,178948,11630,0
31634,30792,177370,178938,11640,0
31555,30703,177387,178923,11650,0
31612,30757,177313,178858,11660,0
31595,30738,177381,178928,11670,0
31644,30690,177345,178912,11680,0
31605,30755,177394,178963,11690,0
31590,30666,177308,178887,11700,0
31616,30779,177379,178946,11710,0
31561,30705,177332,178889,11720,0
31620,30761,177279,178927,11730,0
31557,30723,177564,178970,11740,0
31592,30742,177306,178900,11750,0
31391,30545,176905,178622,11760,0
31564,30727,177414,178974,11770,0
31582,30770,177364,178949,11780,0
31900,31087,180422,182069,11790,0
32154,31074,181857,183519,11800,0
31907,31168,181816,183519,11810,0
32277,31344,181842,183530,11820,0
32001,31137,181802,183501,11830,0
32054,31151,181851,183536,11840,0
32026,31185,181764,183438,11850,0
32071,31183,181827,183502,11860,0
31995,31118,181839,183456,11870,0
32030,31171,181789,183488,11880,0
32029,31158,181824,183526,11890,0
32043,31181,181799,183504,11900,0
32001,31139,181833,183525,11910,0
32010,31148,181836,183528,11920,0
32048,31179,181799,183492,11930,0
31998,31121,181867,183554,11940,0
32014,31150,181496,183199,11950,0
32022,31179,181850,183545,11960,0
32034,31171,181780,183486,11970,0
31984,31110,181770,183517,11980,0
32060,31208,181795,183444,11990,0
32026,31155,181982,183592,12000,0
31799,30949,181365,182985,12010,0
32043,31171,181847,183442,12020,0
31960,31125,181846,183470,12030,0
31978,31220,181774,183451,12040,0
32165,31117,181840,183517,12050,0
31899,31218,181749,183429,12060,0
32220,31319,181836,183493,12070,0
31338,31215,181751,183456,12080,0
32013,31117,181800,183501,12090,0
32030,31162,181832,183503,12100,0
32028,31185,181774,183494,12110,0
31999,31147,181816,183505,12120,0
32054,31101,181803,183391,12130,0
31985,31125,181800,183496,12140,0
32046,31201,181840,183520,12150,0
32023,31165,181768,183467,12160,0
32005,31156,181807,183503,12170,0
32046,31177,181770,183459,12180,0
32004,31132,181805,183487,12190,0
32024,31173,181453,183167,12200,0
31991,31123,181814,183518,12210,0
32035,31160,181791,183443,12220,0
32003,31050,181792,183495,12230,0
32038,31187,181767,183472,12240,0
32008,31120,181983,183476,12250,0
31921,31032,181443,183309,12260,0
31979,31132,181845,183491,12270,0
32003,31146,181779,183488,12280,0
31943,31042,181816,183492,12290,0
32438,31523,181764,183452,12300,0
32522,31540,181792,183486,12310,0
32502,31790,181792,183489,12320,0
32475,31513,181776,183461,12330,0
32469,31600,181752,183431,12340,0
32443,31526,181816,183520,12350,0
32418,31545,181761,183472,12360,0
32438,31546,181799,183486,12370,0
32427,31565,181755,183456,12380,0
32431,31569,181850,183544,12390,0
32411,31531,181745,183463,12400,0
32459,31588,181827,183546,12410,0
32413,31547,181772,183454,12420,0
32466,31589,181776,183479,12430,0
32394,31511,181764,183468,12440,0
32458,31535,181508,183189,12450,0
32423,31552,181757,183238,12460,0
32451,31568,181804,183493,12470,0
32450,31548,181722,183389,12480,0
32420,31431,181707,183473,12490,0
32474,31603,181868,183435,12510,-10
32464,31587,181712,183105,12520,0
32424,31556,181160,183476,12530,0
32425,31461,181807,183426,12550,-10
32348,31525,181733,183374,12560,0
32609,31587,181831,183516,12570,0
32595,31818,181753,183456,12580,0
31612,31551,181821,183517,12590,0
32416,31406,181759,183456,12600,0
32396,31530,181826,183523,12610,0
32467,31605,181732,183406,12620,0
32427,31552,181800,183495,12630,0
32413,31454,181754,183427,12640,0
32473,31593,181757,183462,12650,0
32437,31565,181749,183321,12660,0
32456,31577,181811,183519,12670,0
32421,31551,181762,183440,12680,0
32457,31569,181758,183471,12690,0
32390,31492,181775,183479,12700,0
32490,31614,181476,183209,12710,0
32434,31552,181787,183462,12720,0
32468,31574,181762,183461,12730,0
32400,31508,181762,183473,12740,0
32462,31572,181800,183497,12750,0
32383,31524,181683,183477,12760,0
32371,31520,181813,183348,12770,0
32453,31559,181570,183442,12780,0
32404,31525,181847,183467,12790,0
32463,31588,181687,183155,12800,0
32371,31529,181770,183437,12810,0
32555,31611,181746,183432,12820,0
32672,31762,181781,183480,12830,0
32785,31968,186211,188012,12840,0
32554,31911,186260,188076,12850,0
32845,31959,186203,187983,12860,0
32824,31923,186258,188091,12870,0
32772,31887,186232,187921,12880,0
32854,31858,186223,187931,12890,0
32817,31942,186249,187923,12900,0
32827,31934,186209,187879,12910,0
32832,31959,186192,187854,12920,0
32785,31898,186188,187884,12930,0
32831,31930,186233,187906,12940,0
32820,31838,186191,187853,12950,0
32834,31951,186082,187784,12960,0
32819,31919,186237,187907,12970,0
32789,31901,186236,187909,12980,0
32977,32091,186217,187915,12990,0
32787,31897,186175,187890,13000,0
32810,31933,186180,187832,13010,0
32847,31971,186819,188075,13020,0
32805,31790,186377,187887,13030,0
32823,31959,186665,187902,13040,0
32674,31819,186612,187856,13050,0
32792,31953,186568,187839,13060,0
32979,31935,186633,187923,13070,0
32711,31955,186577,187863,13080,0
32744,31908,186613,187910,13090,0
32885,31964,186556,187831,13100,0
32806,31934,186656,187930,13110,0
32825,31965,186575,187873,13120,0
32830,31934,186627,187939,13130,0
32801,31750,186580,187861,13140,0
32843,31901,186612,187913,13150,0
32799,31904,186587,187868,13160,0
32842,31944,186722,188018,13170,0
32779,31867,186597,187896,13180,0
32828,31950,186601,187883,13190,0
32785,31888,186564,187863,13200,0
32868,31981,186582,187872,13210,0
32794,31909,186617,187875,13220,0
32846,31960,186552,187847,13230,0
32903,31932,186623,187897,13240,0
32817,31952,186483,187717,13250,0
32857,31975,186606,187875,13260,0
32805,31908,186823,187943,13270,0
32827,31929,186438,187907,13280,0
32823,31958,186648,187861,13290,0
32622,31730,186622,187735,13300,0
32730,31889,186598,187681,13310,0
32998,31938,186602,187911,13320,0
32618,31907,186582,187904,13330,0
32138,31941,186546,187831,13340,0
33196,32275,186634,187933,13350,0
33230,32337,186552,187825,13360,0
33212,32330,186597,187903,13370,0
33263,32372,186555,187865,13380,0
33204,32299,186630,187916,13390,0
33263,32377,186552,187825,13400,0
33266,32390,186599,187900,13410,0
33220,32304,186701,187941,13420,0
33239,32319,186597,187901,13430,0
33203,32321,186600,187894,13440,0
33263,32386,186533,187859,13450,0
33200,32296,186622,187894,13460,0
33240,32269,186543,187711,13470,0
33263,32391,186617,187914,13480,0
33009,32128,186425,187712,13490,0
33273,32367,186516,187874,13500,0
33201,32313,186697,187830,13510,0
33200,32307,186676,187897,13520,0
33244,32379,186370,187860,13530,0
33199,32309,186544,187816,13540,0
33061,32180,186606,187861,13550,0
33084,32301,186571,187876,13560,0
33457,32373,186606,187914,13570,0
33193,32380,186552,187831,13580,0
33133,32301,186592,187894,13590,0
33323,32382,186548,187854,13600,0
33243,32316,186585,187878,13610,0
33249,32366,186520,187823,13620,0
33201,32252,186604,187638,13630,0
33210,32333,186564,187860,13640,0
33221,32330,186538,187837,13650,0
33212,32323,186568,187842,13660,0
33213,32350,186641,187931,13670,0
33250,32352,186587,187890,13680,0
33228,32333,186567,187875,13690,0
33200,32300,186611,187735,13700,0
33256,32312,186549,187844,13710,0
33162,32253,186572,187885,13720,0
33281,32397,186343,187505,13730,0
32951,32070,186557,187861,13740,0
33244,32354,186561,187881,13750,0
33200,32299,186464,187841,13760,0
33219,32344,186814,187921,13770,0
33219,32345,186385,187837,13780,0
33243,32347,185042,187786,13790,0
33046,32139,186645,187884,13800,0
33201,32351,186596,187874,13810,0
33195,32289,186586,187867,13820,0
33347,32356,186544,187859,13830,0
33086,32307,186583,187864,13840,0
33409,32478,187866,189213,13850,0
33679,32762,190931,192336,13860,0
33681,32778,190858,192253,13870,0
33630,32714,190866,192263,13880,0
33652,32771,190832,192254,13890,0
33649,32762,190853,192249,13900,0
33661,32778,190830,192263,13910,0
33608,32690,190800,192237,13920,0
33660,32723,190818,192243,13930,0
33629,32710,190875,192307,13940,0
33682,32795,190827,192239,13950,0
33631,32747,190870,192280,13960,0
33673,32774,190846,192277,13970,0
33385,32283,190567,191996,13980,0
33669,32739,190864,192266,13990,0
33648,32746,190812,192219,14000,0
33614,32718,190839,192317,14010,0
33653,32739,190845,192260,14020,0
33701,32798,191013,192307,14030,0
33628,32722,190584,192232,14040,0
33554,32607,190829,192259,14050,0
33605,32712,190843,192095,14060,0
33623,32786,190842,192260,14070,0
33791,32735,190863,192268,14080,0
33610,32733,190857,192298,14090,0
33605,32458,190818,192235,14100,0
33671,32719,190806,192228,14110,0
33642,32746,190825,192244,14120,0
33648,32760,190844,192264,14130,0
33667,32759,190866,192278,14140,0
33640,32659,190862,192283,14150,0
33653,32753,190851,192264,14160,0
33662,32755,190529,191955,14170,0
33637,32729,190833,192257,14180,0
33695,32782,190826,192265,14190,0
33655,32731,190845,192270,14200,0
33674,32764,190835,192248,14210,0
33651,32753,190839,192274,14220,0
33543,32651,190658,192058,14230,0
33640,32718,190861,192268,14240,0
33600,32666,190841,192244,14250,0
33693,32792,190716,192265,14260,0
33632,32715,191012,192290,14270,0
33656,32742,190811,192219,14280,0
33624,32725,190745,192240,14290,0
33940,33036,190814,192259,14300,0
33618,32752,190863,192171,14310,0
33592,32780,190827,192273,14320,0
33788,32540,190850,192284,14330,0
33568,32781,190775,192212,14340,0
33656,32733,190851,192305,14350,0
33881,32965,190787,192210,14360,0
34044,33113,190842,192244,14370,0
34098,33175,190815,192260,14380,0
34037,33110,190831,192182,14390,0
34079,33151,190819,192141,14400,0
34060,33136,190815,192238,14410,0
34085,33178,190592,192062,14420,0
34099,33189,190782,192207,14430,0
34007,33094,190865,192301,14440,0
34087,33177,190775,192207,14450,0
34047,33144,190843,192284,14460,0
34070,33164,190772,192195,14470,0
33857,32967,190837,192277,14480,0
34061,33138,190797,192209,14490,0
34080,33160,190842,192279,14500,0
34022,33113,190793,192252,14510,0
34057,33147,190765,192197,14520,0
34027,33125,190995,192320,14530,0
34072,33160,190671,192056,14540,0
34343,33433,190777,192233,14550,0
34022,33102,190857,192290,14560,0
33968,33159,190778,192225,14570,0
34232,33129,190848,192279,14580,0
33912,33137,190778,192205,14590,0
34060,33178,190825,192272,14600,0
34074,33112,190843,192181,14610,0
34085,33141,190763,192213,14620,0
34103,33193,190823,192256,14630,0
34012,33096,190845,192273,14640,0
34023,33124,190791,192202,14650,0
34066,33154,190779,192229,14660,0
34101,33176,190856,192338,14670,0
34019,33079,190805,192239,14680,0
34085,33161,190761,192183,14690,0
34084,33188,190820,192216,14700,0
34080,33187,190803,192231,14710,0
34054,33100,190833,192279,14720,0
34007,33098,190828,192265,14730,0
34055,33148,190793,192229,14740,0
34112,33193,190801,192232,14750,0
34055,33155,190721,192263,14760,0
33999,33073,190928,192242,14770,0
34076,33083,190773,192210,14780,0
34089,33189,190687,192254,14790,0
34048,33126,190795,192241,14800,0
34018,33135,190752,192226,14810,0
34021,33103,190779,192210,14820,0
34240,33190,190832,192276,14830,0
33864,33146,190830,192271,14840,0
34137,33166,190773,192219,14850,0
34074,33154,190793,192226,14860,0
34358,33376,193600,195128,14870,0
34473,33548,195204,196751,14880,0
34498,33571,195195,196768,14890,0
34473,33559,195226,196775,14900,0
34459,33527,195243,196589,14910,0
34478,33569,195173,196752,14920,0
34522,33613,195212,196781,14930,0
34433,33514,195214,196769,14940,0
34471,33542,195160,196733,14950,0
34538,33614,195217,196760,14960,0
34452,33525,195244,196791,14970,0
34463,33529,195176,196745,14980,0
34529,33611,195157,196732,14990,0
34506,33567,195225,196780,15000,0
34431,33447,195105,196744,15010,0
34527,33604,195361,196749,15020,0
34456,33546,195127,196829,15030,0
34468,33527,195182,196736,15040,0
34536,33596,195169,196750,15050,0
34460,33559,195218,196752,15060,0
34508,33539,195186,196734,15070,0
34557,33575,195181,196706,15080,0
34430,33591,195236,196692,15090,0
34504,33535,195198,196731,15100,0
34536,33592,195181,196739,15110,0
34487,33546,195253,196821,15120,0
34475,33560,195179,196746,15130,0
34528,33571,195199,196760,15140,0
34451,33520,195199,196746,15150,0
34519,33587,195228,196790,15160,0
34462,33543,195157,196738,15170,0
34501,33552,195186,196752,15180,0
34447,33521,195190,196760,15190,0
34520,33580,195171,196732,15200,0
34471,33570,195186,196752,15210,0
34509,33573,195201,196790,15220,0
34435,33462,195164,196742,15230,0
34538,33613,195161,196748,15240,0
34459,33541,195196,196772,15250,0
34502,33578,195082,196725,15260,0
34487,33567,195446,196800,15270,0
34482,33560,194949,196781,15280,0
34499,33590,192948,196784,15290,0
34442,33513,195147,196586,15300,0
34448,33597,195152,196716,15310,0
34501,33525,195214,196801,15320,0
34653,33513,195139,196708,15330,0
34011,33585,195154,196726,15340,0
34538,33558,195173,196752,15350,0
34529,33625,195169,196759,15360,0
34472,33545,195173,196738,15370,0
34845,33906,195171,196721,15380,0
34832,33914,195191,196766,15390,0
34940,34009,195165,196740,15400,0
34860,33778,195184,196767,15410,0
34918,34006,195151,196707,15420,0
34863,33944,195168,196751,15430,0
34914,33993,195139,196723,15440,0
34872,33947,195188,196760,15450,0
34901,33988,195134,196708,15460,0
34890,33954,195195,196768,15470,0
34916,33959,195145,196705,15480,0
34896,33962,195205,196814,15490,0
34909,33984,195150,196584,15500,0
34889,33956,195077,196752,15510,0
34878,33950,195345,196740,15520,0
34889,33984,195080,196788,15530,0
34863,33906,195131,196682,15540,0
34917,33981,195173,196684,15550,0
34868,33971,195163,196731,15560,0
34876,33946,195201,196757,15570,0
35072,33977,195145,196721,15580,0
34662,33952,195201,196786,15590,0
35010,33973,195129,196706,15600,0
34913,33919,195211,196791,15610,0
34922,33984,195140,196712,15620,0
34897,33943,195215,196782,15630,0
34853,33916,195162,196747,15640,0
34905,33975,195220,196777,15650,0
34899,33967,195140,196713,15660,0
34919,33992,195176,196764,15670,0
34895,33970,195182,196769,15680,0
34938,34001,195135,196581,15690,0
34845,33908,195191,196800,15700,0
34929,33997,195098,196645,15710,0
34893,33972,195105,196460,15720,0
34896,33982,195137,196711,15730,0
34876,33968,195152,196730,15740,0
34921,34026,195103,196675,15750,0
34941,34020,195048,196702,15760,0
34896,33968,195358,196607,15780,-10
34934,33999,195136,196789,15790,0
34860,33938,195005,196701,15800,0
34911,34006,195199,196786,15810,0
34890,33970,195119,196682,15830,-10
34971,33915,195139,196694,15840,0
34758,33964,195180,196751,15850,0
34982,33993,195130,196713,15860,0
34813,33947,195182,196767,15870,0
34895,33937,195131,196715,15880,0
34904,33966,195155,196766,15890,0
34886,33959,195144,196723,15900,0
34939,34016,195162,196755,15910,0
35357,34259,199382,201113,15930,-10
35309,34368,199472,201187,15940,0
35315,34385,199403,201115,15950,0
35356,34398,199396,201075,15960,0
35329,34372,199452,201137,15970,0
35311,34376,199411,201115,15980,0
35363,34419,199374,201055,15990,0
35311,34375,199453,201157,16000,0
35290,34356,199437,201116,16010,0
35358,34433,199312,201087,16020,0
35327,34401,199613,201154,16030,0
35276,34335,199383,201125,16040,0
35325,34396,199334,201076,16050,0
35342,34398,199460,201123,16060,0
35282,34361,199398,201086,16070,0
35320,34433,199419,201130,16080,0
35419,34358,199424,201151,16090,0
35195,34403,199385,201092,16100,0
35390,34387,199449,201171,16110,0
35261,34334,199405,201101,16120,0
35374,34437,199345,201036,16130,0
35316,34391,199423,201146,16140,0
35313,34403,199392,201077,16150,0
35308,34354,199375,201093,16160,0
35350,34430,199420,201136,16170,0
35324,34405,199389,201095,16180,0
35386,34444,199397,201075,16190,0
35290,34361,199451,201032,16200,0
35309,34351,199377,201076,16210,0
35355,34435,199388,201094,16220,0
35292,34365,199423,201139,16230,0
35347,34425,199452,201149,16240,0
35301,34361,199397,201107,16250,0
35353,34390,199384,201018,16260,0
35264,34348,199322,201141,16270,0
35348,34398,199518,201107,16280,0
35344,34396,199479,201119,16290,0
35298,34345,199254,201083,16300,0
35353,34407,199413,201094,16310,0
35277,34368,199467,201146,16320,0
35308,34417,199353,201061,16330,0
35479,34338,199410,201114,16340,0
35173,34369,199359,201082,16350,0
35395,34399,199388,201101,16360,0
35210,34310,199382,201098,16370,0
35343,34386,199363,201062,16380,0
35290,34353,199405,201125,16390,0
35348,34419,199331,201045,16400,0
35343,34416,199372,201082,16410,0
35259,34307,199397,201104,16420,0
35331,34410,199348,201049,16430,0
35345,34415,199402,201094,16440,0
35291,34350,199388,201107,16450,0
35332,34396,199371,201094,16460,0
35285,34332,199407,201119,16470,0
35334,34405,199348,201063,16480,0
35362,34416,199392,201096,16490,0
35275,34335,199380,201069,16500,0
35351,34414,199343,201060,16510,0
35323,34394,199275,201089,16520,0
