PPG_IR1,PPG_IR2,PPG_G1,PPG_G2,PacketCounter,PacketLoss
35337,34386,199481,201106,16530,0
35358,34370,199511,201120,16540,0
35341,34393,199128,201028,16550,0
35336,34394,199467,201108,16560,0
35308,34390,199419,201134,16570,0
35262,34388,199354,201076,16580,0
35556,34457,199346,201066,16590,0
35210,34397,199392,201092,16600,0
35300,34357,199341,201065,16610,0
35320,34355,199375,201100,16620,0
35327,34392,199401,201123,16630,0
35329,34378,199346,201048,16640,0
35349,34405,199355,201095,16650,0
35305,34260,199362,201104,16660,0
35356,34424,199337,201074,16670,0
35320,34387,199398,201121,16680,0
35295,34364,199334,200973,16690,0
35337,34397,199341,201034,16700,0
35325,34398,199400,201127,16710,0
35308,34368,199375,200999,16720,0
35327,34386,199336,201058,16730,0
35362,34443,199337,201063,16740,0
35275,34330,199389,201118,16750,0
35326,34392,199318,201047,16760,0
35383,34429,199253,201070,16770,0
35309,34380,199575,201086,16780,0
35339,34403,199231,200835,16790,0
35293,34393,199314,201090,16800,0
35316,34379,199387,201066,16810,0
35284,34369,199340,201084,16820,0
35336,34364,199377,201091,16830,0
35410,34381,199366,201082,16840,0
35109,34348,199327,201044,16850,0
35391,34403,199379,201108,16860,0
35329,34371,199394,201123,16870,0
35335,34397,199331,201067,16880,0
35350,34396,199356,201080,16890,0
35326,34368,199371,201098,16900,0
35291,34365,199355,201026,16910,0
35333,34380,199324,201065,16920,0
35342,34381,199375,201114,16930,0
35291,34353,199369,201081,16940,0
35284,34358,199308,201040,16950,0
35353,34446,199334,201037,16960,0
35328,34318,199347,201088,16970,0
35313,34365,199371,201110,16980,0
35325,34386,199314,201038,16990,0
35319,34397,199385,201114,17000,0
35286,34354,199321,201086,17010,0
35340,34382,199265,200848,17020,0
35309,34391,199553,201114,17030,0
35300,34363,199135,201063,17040,0
35353,34423,199350,201038,17050,0
35316,34382,199366,201097,17060,0
35217,34353,199340,201050,17070,0
35440,34404,199323,201056,17080,0
35302,34353,199290,200963,17090,0
35217,34370,199331,201064,17100,0
35370,34383,199319,201061,17110,0
35346,34411,199340,201067,17120,0
35288,34356,199384,201133,17130,0
35004,34070,199316,201082,17140,0
35355,34437,199307,201069,17150,0
35319,34379,199349,201093,17160,0
35259,34357,199331,201070,17170,0
35354,34429,199270,200892,17180,0
35332,34389,199314,201070,17190,0
35302,34345,199316,201091,17200,0
35290,34354,199351,201087,17210,0
35273,34203,199358,201096,17220,0
35315,34401,199318,201066,17230,0
35343,34413,199333,201069,17240,0
35279,34358,199354,201100,17250,0
35308,34388,199180,201017,17260,0
35307,34369,199388,200987,17270,0
35300,34364,199263,201063,17280,0
35326,34381,199284,201067,17290,0
35275,34241,199406,201047,17300,0
35253,34379,199339,201058,17310,0
35321,34374,199284,201026,17320,0
35106,34096,199098,200863,17330,0
35165,34355,199296,201064,17340,0
35329,34369,199304,201053,17350,0
35334,34423,199339,201083,17360,0
35271,34332,199353,201078,17370,0
35291,34345,199329,201062,17380,0
35619,34698,199286,201000,17390,0
35329,34400,199350,201114,17400,0
35255,34315,199330,201071,17410,0
35312,34381,199280,201014,17420,0
35339,34398,199321,201071,17430,0
35278,34337,199362,201109,17440,0
35332,34406,199315,201063,17450,0
35331,34405,199292,201037,17460,0
35311,34391,199338,201068,17470,0
35306,34386,199335,201069,17480,0
35227,34318,199319,201068,17490,0
35327,34398,199270,201033,17500,0
35343,34415,199292,201074,17510,0
35255,34320,199174,200734,17520,0
35321,34383,199139,201039,17530,0
35358,34428,199369,201069,17540,0
35389,34457,199309,201083,17550,0
35256,34436,199268,201006,17560,0
35385,34358,199342,201117,17570,0
35351,34348,199298,201027,17580,0
35157,34347,199283,201059,17590,0
35340,34380,199316,201079,17600,0
35323,34353,199325,201081,17610,0
35272,34343,199348,201107,17620,0
35297,34299,199282,201031,17630,0
35311,34358,199313,201063,17640,0
35291,34356,199332,201082,17650,0
35294,34346,199309,201058,17660,0
35328,34392,199305,201062,17670,0
35365,34438,199335,201079,17680,0
35286,34345,199324,201095,17690,0
35274,34352,199294,201055,17700,0
35347,34412,199306,201077,17710,0
35292,34370,199361,201119,17720,0
35268,34336,199288,201049,17730,0
35323,34390,199264,201010,17740,0
35326,34348,199278,201090,17750,0
35285,34372,199330,201029,17760,0
35327,34377,199442,201026,17770,0
35264,34344,199163,201032,17780,0
35307,34367,198881,200990,17790,0
35316,34375,199324,201055,17800,0
35189,34324,198976,200777,17810,0
35509,34356,199310,201056,17820,0
35175,34365,199325,201061,17830,0
35171,34335,199326,201072,17840,0
35388,34369,199271,201029,17850,0
35355,34399,199306,201065,17860,0
35195,34295,199242,200993,17870,0
35310,34395,199270,201033,17880,0
35336,34383,199300,201053,17890,0
35268,34346,199321,201036,17900,0
35327,34385,199238,200977,17910,0
35317,34401,199292,200933,17920,0
35436,34488,199311,201087,17930,0
35265,34357,199311,201079,17940,0
35296,34370,199251,201019,17950,0
35322,34399,199231,201014,17960,0
35324,34403,199327,201076,17970,0
35255,34327,199297,201068,17980,0
35294,34348,199256,201022,17990,0
35326,34328,199192,201009,18000,0
35278,34363,199405,201074,18010,0
35248,34316,199289,201069,18020,0
35322,34374,199103,201005,18030,0
35323,34400,199337,201092,18040,0
35258,34370,199306,201063,18050,0
35257,34347,199271,201030,18060,0
35510,34409,199254,201041,18070,0
35114,34351,199312,201086,18080,0
35356,34345,199274,201042,18090,0
35290,34355,199274,201011,18100,0
35355,34387,199283,201052,18110,0
35281,34351,199314,200983,18120,0
35264,34319,199289,201025,18130,0
35307,34351,199261,200866,18140,0
35319,34398,199230,200974,18150,0
35340,34406,199284,201008,18160,0
35292,34347,199309,201059,18170,0
35302,34346,199271,201034,18180,0
35319,34370,199298,201063,18190,0
35290,34373,199321,201075,18200,0
35260,34310,199316,201092,18210,0
35333,34392,199237,200982,18220,0
35300,34367,199286,201041,18230,0
35317,34391,199279,201020,18240,0
35283,34329,199261,201072,18250,0
35290,34341,199469,201044,18260,0
35329,34373,199076,201011,18270,0
35297,34364,197754,200997,18280,0
35291,34357,199298,201092,18290,0
35184,34349,199308,201005,18300,0
35510,34420,199285,201041,18310,0
35200,34316,199307,201065,18320,0
35182,34378,199268,201027,18330,0
35357,34416,199267,200957,18340,0
35292,34346,199335,200993,18350,0
35306,34389,199265,201024,18360,0
35359,34408,199279,201035,18370,0
35298,34322,199288,201037,18380,0
35310,34333,199277,201024,18390,0
35362,34430,199265,201040,18400,0
35285,34351,199319,201064,18410,0
35260,34358,199263,201019,18420,0
35356,34354,199291,201033,18430,0
35273,34327,199329,201129,18440,0
35300,34371,199235,200977,18450,0
35310,34373,199268,201024,18460,0
35291,34356,199302,201073,18470,0
35308,34355,199262,201015,18480,0
35337,34372,199216,201016,18490,0
35331,34377,199290,201059,18500,0
35323,34354,199444,201050,18510,0
35293,34325,199213,201075,18520,0
35317,34378,199340,201054,18530,0
35317,34384,199230,200953,18540,0
35243,34357,199308,201069,18550,0
35457,34280,199276,201047,18560,0
35188,34390,199233,200978,18570,0
35332,34385,199301,201062,18580,0
35243,34323,199302,201035,18590,0
35354,34417,199262,201046,18600,0
35326,34379,199305,201075,18610,0
35309,34364,199241,201003,18620,0
35260,34324,199285,201057,18630,0
35298,34366,199222,201025,18640,0
35340,34388,199301,200981,18650,0
35278,34349,199153,200666,18660,0
35337,34389,199239,200997,18670,0
35321,34389,199275,201063,18680,0
35277,34349,199297,201052,18690,0
35333,34385,199241,201017,18700,0
35346,34396,199258,201046,18710,0
35269,34337,199330,201122,18720,0
35323,34400,199233,200991,18730,0
35308,34377,199169,201052,18740,0
35319,34370,199415,201057,18750,0
35251,34321,199288,201094,18760,0
35330,34389,199121,200962,18770,0
35313,34348,199261,201024,18780,0
35259,34320,199253,201000,18790,0
35295,34396,199231,201008,18800,0
35419,34376,199296,201063,18810,0
35120,34324,199256,201031,18820,0
35387,34382,199232,201014,18830,0
35271,34386,199279,201048,18840,0
35282,34319,199286,201067,18850,0
35345,34411,199232,200979,18860,0
35292,34343,199297,201035,18870,0
35292,34368,199215,201006,18880,0
35308,34378,199279,201036,18890,0
35274,34337,199218,200998,18900,0
35335,34389,199246,201014,18910,0
35267,34334,199263,201038,18920,0
35305,34379,199254,201041,18930,0
35313,34398,199268,201029,18940,0
35264,34317,199247,200998,18950,0
35318,34407,199255,201076,18960,0
35270,34329,199270,201052,18970,0
35280,34343,199240,201039,18980,0
35308,34381,199127,201005,18990,0
35263,34298,199487,200959,19000,0
35287,34349,199173,200959,19020,-10
35305,34330,199112,200921,19030,0
35237,34329,199299,201035,19040,0
35218,34280,199249,201025,19050,0
35422,34424,199251,201063,19070,-10
35067,34329,199234,201031,19080,0
35376,34366,199230,201031,19090,0
35305,34365,199227,201033,19100,0
35293,34360,199235,201039,19110,0
35252,34324,199251,201019,19120,0
35313,34363,199229,201026,19130,0
35284,34347,199228,201054,19140,0
35311,34402,199219,201004,19150,0
35290,34369,199253,200984,19160,0
35320,34385,199186,200962,19170,0
35276,34310,199302,201088,19180,0
35291,34358,199178,200952,19190,0
35331,34391,199239,201028,19200,0
35259,34307,199242,201016,19210,0
35346,34418,199221,200992,19220,0
35278,34344,199243,201026,19230,0
35287,34364,199190,201007,19240,0
35321,34376,199192,201002,19250,0
35297,34364,199444,201054,19260,0
35338,34392,199017,201007,19270,0
35270,34343,199336,201053,19280,0
35336,34407,199141,201026,19290,0
35172,34332,199245,201011,19300,0
35436,34371,199180,200971,19310,0
35347,34387,199252,201041,19320,0
35155,34360,199187,200987,19330,0
35358,34355,199274,201074,19340,0
35252,34315,199212,200996,19350,0
35373,34408,199217,201022,19360,0
35257,34343,199247,201031,19370,0
35286,34389,199194,200994,19380,0
35327,34425,199277,201080,19390,0
35277,34334,199228,201029,19400,0
35320,34253,199166,200948,19410,0
35275,34347,199266,201060,19420,0
35274,34358,199205,200999,19430,0
35329,34424,199232,201031,19440,0
35267,34329,199241,201030,19450,0
35308,34388,199225,201027,19460,0
35260,34325,199195,200849,19470,0
35331,34396,199210,200958,19480,0
35242,34316,199223,200993,19490,0
35319,34388,199081,200940,19500,0
35294,34368,199463,201020,19510,0
35282,34337,199003,201006,19520,0
35276,34352,199180,201006,19530,0
35330,34393,199226,200979,19540,0
35232,34359,199279,201063,19550,0
35325,34351,199169,200948,19560,0
35346,34369,199236,200888,19570,0
35113,34293,199187,200983,19580,0
35403,34391,199189,200968,19590,0
35255,34327,199241,201011,19600,0
35295,34361,199185,200979,19610,0
35326,34389,199208,201012,19620,0
35278,34349,199233,201019,19630,0
35314,34369,199183,200966,19640,0
35279,34345,199224,201007,19650,0
35258,34333,199242,201017,19660,0
35293,34393,199189,201000,19670,0
35314,34379,199202,200969,19680,0
35242,34302,199226,200996,19690,0
35305,34381,199190,200990,19700,0
35264,34323,199217,201012,19710,0
35302,34360,199175,200978,19720,0
35315,34389,199217,200880,19730,0
35251,34325,199190,200985,19740,0
35328,34382,199071,200971,19750,0
35246,34307,199543,201008,19760,0
35313,34409,199066,200951,19770,0
35257,34331,199133,201022,19780,0
35313,34371,199260,200989,19790,0
35212,34317,199225,201026,19800,0
35275,34374,199188,200996,19810,0
35397,34334,199183,200988,19820,0
35100,34362,199203,200980,19830,0
35346,34367,199157,200954,19840,0
35281,34334,199225,201020,19850,0
35290,34382,199202,200995,19860,0
35319,34400,199253,201049,19870,0
35246,34321,199193,200991,19880,0
35336,34403,199168,200962,19890,0
35241,34293,199244,201047,19900,0
35336,34400,199145,200931,19910,0
35309,34382,199213,200993,19920,0
35261,34332,199218,201014,19930,0
35317,34395,199154,200967,19940,0
35297,34363,199193,200991,19950,0
35260,34348,199254,201055,19960,0
35258,34323,199167,200953,19970,0
35303,34388,199223,201024,19980,0
35240,34319,199185,200998,19990,0
35337,34406,199061,200970,20000,0
35261,34341,199448,201035,20010,0
35304,34371,199053,200972,20020,0
35289,34366,199031,200961,20030,0
35285,34366,199270,201006,20040,0
35241,34366,199226,200998,20050,0
35255,34327,199209,200974,20060,0
35465,34407,199153,200947,20070,0
35080,34367,199206,201009,20080,0
35317,34336,199201,201020,20090,0
35304,34347,199147,200926,20100,0
35306,34356,199209,200958,20110,0
35254,34318,199240,201050,20120,0
35280,34365,199153,200952,20130,0
35280,34343,199222,200989,20140,0
35319,34373,199211,200994,20150,0
35277,34332,199180,200960,20160,0
35287,34350,199175,200949,20170,0
35296,34362,199195,200915,20180,0
35269,34356,199194,200978,20190,0
35281,34341,199204,201022,20200,0
35246,34311,199161,200971,20210,0
35303,34368,199151,200941,20220,0
35286,34349,199251,200987,20230,0
35239,34298,199159,200990,20240,0
35295,34372,199173,201010,20250,0
35283,34214,199311,200946,20260,0
35329,34398,198978,200862,20270,0
35280,34357,199235,201023,20280,0
35256,34343,199194,200999,20290,0
35235,34398,199148,200931,20300,0
35476,34401,199179,200980,20310,0
35164,34373,199197,200986,20320,0
35222,34364,199153,200943,20330,0
35372,34383,199176,200966,20340,0
35279,34349,199174,200974,20350,0
35320,34388,199122,200942,20360,0
35281,34361,199215,201028,20370,0
35304,34380,199143,200789,20380,0
35246,34333,199224,201048,20390,0
35301,34391,199111,200913,20400,0
35260,34377,199218,201038,20410,0
35296,34380,199135,200816,20420,0
35263,34157,199212,201020,20430,0
35286,34359,199143,200965,20440,0
35284,34383,199184,200993,20450,0
35256,34336,199176,201000,20460,0
35339,34421,199135,200929,20470,0
35266,34340,199204,201011,20480,0
35284,34339,199064,200927,20490,0
35327,34433,199185,200961,20500,0
35244,34314,199324,201020,20510,0
35311,34407,198970,200942,20520,0
35283,34346,199207,201040,20530,0
35248,34347,199182,200963,20540,0
35242,34372,199153,200972,20550,0
35484,34325,199219,201038,20560,0
35116,34322,199121,200924,20570,0
35283,34389,199177,200971,20580,0
35290,34314,199151,200956,20590,0
35329,34422,199209,200932,20600,0
35267,34345,199147,200979,20610,0
35292,34378,199192,200979,20620,0
35258,34333,199153,200942,20630,0
35337,34401,199181,200996,20640,0
35284,34348,199175,200988,20650,0
35301,34382,199164,200988,20660,0
35240,34317,199212,201042,20670,0
35293,34355,199129,200954,20680,0
35309,34400,199203,200879,20690,0
35295,34381,199121,200932,20700,0
35297,34332,199187,200989,20710,0
35225,34143,199166,200992,20720,0
35336,34393,199147,200947,20730,0
35264,34302,199122,201008,20740,0
35317,34388,199207,200970,20750,0
35246,34322,199314,200967,20760,0
35291,34359,198983,200985,20770,0
35254,34324,199192,200981,20780,0
35285,34368,199179,200984,20790,0
35146,34334,199123,200933,20800,0
35441,34356,199188,200986,20810,0
35288,34375,199051,200634,20820,0
35157,34292,199181,201005,20830,0
35295,34371,199121,200933,20840,0
35295,34331,199164,200958,20850,0
35279,34348,199136,200888,20860,0
35248,34344,199165,200984,20870,0
35288,34342,199127,200930,20880,0
35231,34322,199157,200959,20890,0
35293,34368,199120,200932,20900,0
35260,34306,199155,200981,20910,0
35337,34415,199157,200975,20920,0
35272,34358,199151,200971,20930,0
35263,34330,199189,201011,20940,0
35305,34374,199109,200925,20950,0
35251,34306,199201,201022,20960,0
35296,34366,199136,200950,20970,0
35242,34340,199182,201018,20980,0
35268,34357,199116,200930,20990,0
35273,34344,199099,200985,21000,0
35245,34327,199291,200965,21010,0
35345,34418,198998,200933,21020,0
35216,34302,199105,200976,21030,0
35278,34343,199116,200964,21040,0
35226,34336,199154,200964,21050,0
35277,34378,199172,201021,21060,0
35407,34361,199147,200978,21070,0
35167,34233,199160,200966,21080,0
35297,34323,199122,200945,21090,0
35259,34351,199159,200971,21100,0
35338,34382,199106,200929,21110,0
35264,34353,199142,200955,21120,0
35300,34385,199122,200935,21130,0
35242,34304,199160,200979,21140,0
35351,34442,199111,200944,21150,0
35221,34293,199141,200968,21160,0
35309,34392,199142,200940,21170,0
35256,34338,199140,200935,21180,0
35302,34359,199134,200965,21190,0
35232,34299,199151,200983,21200,0
35293,34357,199104,200929,21210,0
35269,34358,199155,200952,21220,0
35300,34374,199134,200926,21230,0
35290,34346,199153,200951,21240,0
35292,34217,199065,200928,21250,0
35263,34333,199280,201001,21260,0
35299,34391,199127,200883,21270,0
35279,34351,199015,200977,21280,0
35250,34325,199155,200943,21290,0
35279,34402,199116,200955,21300,0
35189,34355,199189,201015,21310,0
35430,34337,199101,200899,21320,0
35119,34313,199165,200977,21330,0
35273,34304,199089,200920,21340,0
35296,34352,199152,200965,21350,0
35291,34351,199114,200918,21360,0
35283,34349,199164,201005,21370,0
35247,34198,199150,200979,21380,0
35274,34363,199076,200904,21390,0
35283,34365,199187,201025,21400,0
35259,34338,199144,200967,21410,0
35317,34388,199120,200964,21420,0
35257,34320,199149,200979,21430,0
35319,34400,199122,200949,21440,0
35259,34315,199201,201009,21450,0
35263,34333,199129,200935,21460,0
35356,34364,199168,200963,21470,0
35273,34325,199171,200985,21480,0
35331,34399,199166,200985,21490,0
35274,34348,199137,201038,21500,0
35313,34383,199171,200941,21510,0
35308,34361,199335,201018,21520,0
35307,34388,199031,200975,21530,0
35363,34433,199303,201113,21540,0
35333,34402,199212,201021,21550,0
35267,34403,199291,201095,21560,0
35500,34430,199183,201008,21570,0
35250,34441,199294,201112,21580,0
35351,34428,199245,201077,21590,0
35478,34458,199315,201112,21600,0
35382,34398,199303,200937,21610,0
35454,34532,199300,201101,21620,0
35380,34468,199380,201213,21630,0
35446,34505,199310,201135,21640,0
35446,34521,199408,201117,21650,0
35433,34510,199347,201162,21660,0
35454,34542,199316,201144,21670,0
35442,34514,199413,201256,21680,0
35429,34494,199358,201127,21690,0
35501,34586,199403,201231,21700,0
35458,34501,199463,201270,21710,0
35498,34582,199436,201258,21720,0
35485,34544,199488,201308,21730,0
35463,34536,199463,201273,21740,0
35536,34598,199311,201237,21750,0
35425,34484,199578,201250,21760,0
35410,34483,199426,201205,21770,0
35355,34437,199069,201107,21780,0
35286,34370,199284,201100,21790,0
35301,34378,199128,200959,21800,0
35225,34369,199163,200981,21810,0
35399,34331,199125,200954,21820,0
35152,34370,199096,200716,21830,0
35287,34264,199153,200976,21840,0
35163,34367,199080,200903,21850,0
35314,34371,199137,200953,21860,0
35248,34313,199106,200930,21870,0
35284,34352,199097,200934,21880,0
35249,34340,199135,200974,21890,0
35301,34379,199068,200903,21900,0
35246,34353,199117,200952,21910,0
35319,34349,199087,200921,21920,0
35245,34333,199119,200951,21930,0
35245,34314,199079,200909,21940,0
35267,34369,199140,200993,21950,0
35231,34325,199071,200894,21960,0
35271,34351,199106,200941,21970,0
35247,34302,199099,200928,21980,0
35302,34386,199090,200956,21990,0
35263,34350,199036,200939,22000,0
35269,34355,199253,200892,22010,0
35244,34331,198952,200930,22020,0
35319,34392,199030,200642,22030,0
35221,34244,199099,200926,22040,0
35297,34273,199082,200885,22050,0
35180,34282,199162,200940,22060,0
35453,34400,199065,200917,22070,0
35045,34294,199114,200953,22080,0
35406,34332,199081,200893,22090,0
35255,34333,199115,200937,22100,0
35333,34398,199092,200839,22110,0
35247,34309,199089,200913,22120,0
35296,34369,199104,200922,22130,0
35294,34382,199070,200906,22140,0
35264,34344,199143,200956,22150,0
35294,34361,199063,200894,22160,0
35258,34330,199139,200969,22170,0
35266,34324,199080,200932,22180,0
35279,34350,199118,200960,22190,0
35300,34375,199056,200828,22200,0
35244,34341,199144,200993,22210,0
35294,34359,199067,200890,22220,0
35247,34313,199117,200971,22230,0
35307,34403,199081,200928,22240,0
35219,34303,199049,200985,22250,0
35289,34146,199204,200879,22260,0
35305,34266,199126,200940,22270,0
35234,34326,199055,200930,22290,-10
35222,34330,199178,200958,22300,0
35276,34405,199118,200962,22310,0
35399,34283,199070,200903,22330,-10
35073,34357,199142,200987,22340,0
35363,34368,199065,200901,22350,0
35226,34339,199124,200971,22360,0
35327,34400,199062,200911,22370,0
35229,34315,199088,200924,22380,0
35264,34307,199124,200938,22390,0
35248,34345,199056,200758,22400,0
35274,34357,199115,200940,22410,0
35275,34358,199078,200932,22420,0
35278,34350,199118,200952,22430,0
35240,34313,199067,200905,22440,0
35318,34399,199098,200932,22450,0
35264,34337,199073,200823,22460,0
35284,34363,199112,200954,22470,0
35313,34373,199067,200901,22480,0
35239,34288,199086,200941,22490,0
35308,34396,199105,200944,22500,0
35264,34349,198956,200850,22510,0
35236,34298,199211,200952,22520,0
35296,34176,199136,200919,22530,0
35242,34324,197915,200923,22540,0
35309,34377,199129,200880,22550,0
35223,34255,199121,200953,22560,0
35173,34354,199090,200893,22570,0
35484,34399,199063,200914,22580,0
35125,34251,199130,200968,22590,0
35326,34358,199095,200932,22600,0
35197,34343,199088,200925,22610,0
35315,34324,199048,200895,22620,0
35247,34331,199080,200916,22630,0
35293,34388,199085,200888,22640,0
35284,34370,199101,200935,22650,0
35249,34302,199076,200899,22660,0
35269,34334,199042,200873,22670,0
35289,34362,199089,200920,22680,0
35285,34339,199088,200933,22690,0
35261,34303,199120,200950,22700,0
35268,34366,199094,200937,22710,0
35279,34374,199076,200909,22720,0
35236,34319,199095,200911,22730,0
35262,34333,199064,200905,22740,0
35275,34354,199024,200876,22750,0
35265,34352,199132,200972,22760,0
35255,34332,199176,200924,22770,0
35287,34384,198894,200910,22780,0
35246,34328,199158,200930,22790,0
35291,34381,199116,200938,22800,0
35171,34312,199085,200946,22810,0
35466,34369,199094,200949,22820,0
35163,34342,199097,200924,22830,0
35265,34345,199099,200940,22840,0
35235,34335,199080,200952,22850,0
33793,34330,199086,200948,22860,0
35540,34295,199026,200874,22870,0
35437,34157,199101,200953,22880,0
35520,34376,199057,200904,22890,0
35466,34320,199050,200910,22900,0
35495,34349,199083,200922,22910,0
35522,34383,199021,200890,22920,0
35456,34311,199080,200924,22930,0
35531,34396,199055,200897,22940,0
35465,34317,199035,200887,22950,0
35504,34347,199092,200805,22960,0
35506,34371,199071,200920,22970,0
35499,34348,199053,200891,22980,0
35464,34312,199100,200959,22990,0
35522,34377,198971,200883,23000,0
35496,34343,199101,200953,23010,0
35517,34375,199247,200934,23020,0
35516,34367,198813,200870,23030,0
35465,34315,199080,200904,23040,0
35512,34361,199093,200931,23050,0
35418,34364,199042,200886,23060,0
35642,34381,199073,200944,23070,0
35484,34212,199103,200957,23080,0
35357,34273,199088,200949,23090,0
35560,34370,199019,200888,23100,0
35508,34331,199084,200942,23110,0
35503,34364,199059,200926,23120,0
35482,34341,199033,200897,23130,0
35499,34352,199058,200919,23140,0
35523,34380,199083,200953,23150,0
35499,34346,199008,200859,23160,0
35497,34345,199101,200949,23170,0
35495,34298,199037,200903,23180,0
35473,34335,199050,200894,23190,0
35507,34352,199081,200925,23200,0
35527,34374,199023,200891,23210,0
35483,34326,199052,200912,23220,0
35478,34332,199086,200953,23230,0
35528,34372,199024,200902,23240,0
35478,34320,199065,200922,23250,0
35548,34434,198975,200877,23260,0
35453,34320,199210,200894,23270,0
35532,34382,198898,200700,23280,0
35452,34335,199036,200905,23290,0
35483,34342,199102,200965,23300,0
35442,34359,199013,200864,23310,0
35547,34347,199040,200892,23320,0
35589,34368,199061,200925,23330,0
35013,34329,199012,200870,23340,0
35509,34329,199057,200935,23350,0
35567,34394,199018,200766,23360,0
35458,34310,199076,200940,23370,0
35529,34380,199027,200896,23380,0
35454,34330,199071,200960,23390,0
35518,34393,199027,200877,23400,0
35457,34323,199100,200993,23410,0
35498,34355,199035,200887,23420,0
35460,34345,199056,200936,23430,0
35510,34372,199049,200854,23440,0
35464,34320,199068,200942,23450,0
35500,34374,199020,200888,23460,0
35499,34358,199023,200918,23470,0
35520,34392,199045,200892,23480,0
35490,34366,199051,200921,23490,0
35464,34136,199037,200919,23500,0
35514,34356,198985,200913,23510,0
35496,34370,199246,200933,23520,0
35482,34356,198886,200927,23530,0
35514,34353,199038,200886,23540,0
35469,34326,199065,200910,23550,0
35396,34364,198259,200906,23560,0
35583,34311,199031,200875,23570,0
35554,34375,199019,200878,23580,0
35345,34338,199015,200882,23590,0
35530,34321,199080,200722,23600,0
35525,34368,199022,200877,23610,0
35495,34340,199018,200901,23620,0
35495,34350,199030,200865,23630,0
35463,34319,199073,200932,23640,0
35524,34372,199055,200894,23650,0
35483,34336,199040,200908,23660,0
35481,34360,199044,200873,23670,0
35482,34340,199081,200967,23680,0
35515,34350,199045,200913,23690,0
35492,34245,199008,200877,23700,0
35477,34330,199050,200927,23710,0
35500,34303,199060,200892,23720,0
35528,34381,199036,200913,23730,0
35501,34355,198997,200840,23740,0
35450,34296,199035,200903,23750,0
35491,34350,198978,200889,23760,0
35523,34404,199139,200874,23770,0
35479,34305,198948,200843,23780,0
35478,34348,198997,200871,23790,0
35516,34397,199034,200897,23800,0
35471,34372,199050,200892,23810,0
35425,34302,199020,200891,23820,0
35637,34344,199060,200921,23830,0
35352,34378,199048,200909,23840,0
35543,34356,199014,200856,23850,0
35496,34362,199038,200880,23860,0
35478,34331,199010,200855,23870,0
35468,34336,199042,200898,23880,0
35517,34371,199057,200929,23890,0
35515,34345,198999,200872,23900,0
35473,34327,199018,200878,23910,0
35506,34375,199040,200912,23920,0
35512,34334,199036,200898,23930,0
35485,34335,199003,200860,23940,0
35473,34334,199007,200863,23950,0
35487,34354,199052,200924,23960,0
35479,34327,199025,200880,23970,0
35502,34363,198983,200854,23980,0
35460,34315,199035,200910,23990,0
35473,34342,199029,200882,24000,0
35526,34373,198969,200887,24010,0
35471,34319,198974,200874,24020,0
35466,34314,199224,200919,24030,0
35501,34374,198891,200886,24040,0
35475,34326,199078,200920,24050,0
35520,34352,197937,200854,24060,0
35373,34312,199055,200871,24070,0
35601,34358,199056,200925,24080,0
35538,34303,199021,200868,24090,0
35361,34362,198986,200835,24100,0
34198,34316,199022,200897,24110,0
35305,34372,198993,200788,24120,0
35220,34197,199000,200860,24130,0
35270,34341,199008,200869,24140,0
35271,34340,198988,200863,24150,0
35223,34134,199033,200907,24160,0
35272,34356,199039,200906,24170,0
35276,34354,198999,200861,24180,0
35237,34311,199043,200889,24190,0
35247,34318,199009,200871,24200,0
35297,34381,199018,200902,24210,0
35264,34342,198973,200842,24220,0
35248,34324,199021,200891,24230,0
35259,34333,199060,200880,24240,0
35270,34358,198989,200864,24250,0
35244,34304,199038,200882,24260,0
35290,34366,198910,200895,24270,0
35267,34355,199143,200876,24280,0
35205,34292,199013,200891,24290,0
35285,34345,198830,200862,24300,0
35250,34316,199010,200864,24310,0
35284,34386,199022,200890,24320,0
35194,34293,199014,200887,24330,0
35373,34329,199013,200868,24340,0
35164,34386,198979,200846,24350,0
35250,34287,199043,200912,24360,0
34730,34384,198972,200844,24370,0
35262,34360,199021,200917,24380,0
35240,34327,199008,200583,24390,0
35249,34336,198981,200866,24400,0
35281,34365,198983,200853,24410,0
35230,34318,199040,200902,24420,0
35266,34333,198966,200829,24430,0
35232,34313,198987,200863,24440,0
35274,34351,199011,200896,24450,0
35223,34290,199005,200879,24460,0
35272,34345,198994,200849,24470,0
35230,34317,199009,200825,24480,0
35280,34347,198974,200844,24490,0
35233,34331,199013,200912,24500,0
35295,34379,198966,200816,24510,0
35222,34278,198910,200884,24520,0
35277,34364,199188,200855,24530,0
35210,34282,198964,200849,24540,0
35302,34380,198836,200859,24550,0
35237,34318,199001,200855,24560,0
35296,34405,198998,200854,24570,0
35175,34317,198993,200878,24580,0
35419,34357,198972,200836,24590,0
35097,34332,198979,200856,24600,0
35322,34359,199024,200897,24610,0
35342,34382,198959,200839,24620,0
35284,34319,199038,200887,24630,0
35238,34299,198957,200830,24640,0
35256,34335,199011,200858,24650,0
35239,34320,198985,200855,24660,0
35278,34356,198987,200836,24670,0
35225,34294,198986,200850,24680,0
35281,34359,199016,200891,24690,0
35228,34299,198999,200763,24700,0
35284,34365,199008,200886,24710,0
35226,34156,198979,200850,24720,0
35280,34348,199021,200895,24730,0
35278,34339,198986,200853,24740,0
35276,34378,198996,200891,24750,0
35274,34366,198960,200850,24760,0
