PPG_IR1,PPG_IR2,PPG_G1,PPG_G2,PacketCounter,PacketLoss,Timestamp
17512,16404,251760,242838,2160,0,11:28:27.691483
17515,16408,251670,242842,2170,0,11:28:27.732272
17511,16402,251701,242838,2180,0,11:28:27.771631
17511,16400,251707,242840,2190,0,11:28:27.812042
17513,16406,251704,242839,2200,0,11:28:27.851962
17511,16400,251707,242843,2210,0,11:28:27.891683
17511,16398,251698,242839,2220,0,11:28:27.932034
17508,16399,251696,242834,2230,0,11:28:27.971676
17506,16394,251701,242837,2240,0,11:28:28.011683
17489,16394,251701,242838,2250,0,11:28:28.052222
17467,16399,251700,242839,2260,0,11:28:28.091685
17568,16401,251697,242841,2270,0,11:28:28.132479
17508,16399,251688,242828,2280,0,11:28:28.172054
17511,16401,251626,242826,2290,0,11:28:28.211397
17510,16398,251712,242833,2300,0,11:28:28.252058
17509,16397,251683,242825,2310,0,11:28:28.291335
17508,16397,251691,242831,2320,0,11:28:28.332303
17509,16397,251694,242833,2330,0,11:28:28.371892
17508,16397,251698,242832,2340,0,11:28:28.411630
17512,16402,251692,242830,2350,0,11:28:28.451734
17509,16397,251693,242837,2360,0,11:28:28.491668
17509,16399,251687,242829,2370,0,11:28:28.531716
17519,16397,251693,242822,2380,0,11:28:28.571686
17523,16399,251686,242821,2390,0,11:28:28.611783
17491,16397,251698,242830,2400,0,11:28:28.652967
17483,16399,251691,242815,2410,0,11:28:28.692224
17511,16397,251699,242823,2420,0,11:28:28.731959
17512,16399,251707,242821,2430,0,11:28:28.771655
17512,16401,251657,242828,2440,0,11:28:28.811632
17510,16399,251692,242830,2450,0,11:28:28.852504
17513,16403,251697,242840,2460,0,11:28:28.891586
17511,16401,251696,242839,2470,0,11:28:28.932026
17508,16400,251694,242834,2480,0,11:28:28.971617
17510,16400,251686,242820,2490,0,11:28:29.012398
17512,16403,251689,242836,2500,0,11:28:29.051381
17512,16400,251691,242826,2510,0,11:28:29.091526
17543,16405,251690,242831,2520,0,11:28:29.132078
