ENMO,PacketCounter,TimeStamp
-0.06678849458694458,13132,10:50:52.650004
-0.06704392284154892,13382,10:50:53.656828
-0.06668086349964142,13632,10:50:54.650391
-0.0667882189154625,13882,10:50:55.651721
-0.06699497997760773,14132,10:50:56.650432
-0.06651943922042847,14382,10:50:57.650547
-0.0669950544834137,14632,10:50:58.650124
-0.06650520861148834,14882,10:50:59.650756
-0.06682063639163971,15132,10:51:00.649740
-0.06675098091363907,15382,10:51:01.640322
-0.06743533909320831,15632,10:51:02.639956
-0.06734254211187363,15882,10:51:03.639961
-0.06717716157436371,16132,10:51:04.640994
-0.06718101352453232,16382,10:51:05.640965
-0.06683850288391113,16632,10:51:06.640690
-0.06715436279773712,16882,10:51:07.640755
-0.06684448570013046,17132,10:51:08.639666
-0.0669918954372406,17382,10:51:09.640966
-0.06685611605644226,17632,10:51:10.640132
-0.06711862981319427,17882,10:51:11.639857
-0.06693091243505478,18132,10:51:12.639688
-0.06686174869537354,18382,10:51:13.640832
-0.0673707127571106,18632,10:51:14.639350
-0.06761422008275986,18882,10:51:15.640456
-0.06748881191015244,19132,10:51:16.639634
-0.06740724295377731,19382,10:51:17.639363
-0.06711520254611969,19632,10:51:18.639834
-0.06702938675880432,19882,10:51:19.640762
-0.06735599040985107,20132,10:51:20.629688
-0.0672692209482193,20382,10:51:21.631699
-0.06699375808238983,20632,10:51:22.629944
-0.06689919531345367,20882,10:51:23.630296
-0.06689061969518661,21132,10:51:24.630486
-0.0666225403547287,21382,10:51:25.630854
-0.06662795692682266,21632,10:51:26.632262
-0.06643930077552795,21882,10:51:27.640318
-0.06642436236143112,22132,10:51:28.631643
-0.06636682152748108,22382,10:51:29.631690
-0.06677766144275665,22632,10:51:30.631605
-0.06686422228813171,22882,10:51:31.630689
-0.066938117146492,23132,10:51:32.631222
-0.06662596017122269,23382,10:51:33.630647
-0.06706405431032181,23632,10:51:34.630598
-0.06669415533542633,23882,10:51:35.630472
-0.06718417257070541,24132,10:51:36.620618
-0.06707903742790222,24382,10:51:37.620846
-0.06693055480718613,24632,10:51:38.620394
-0.06657276302576065,24882,10:51:39.621370
-0.06692337989807129,25132,10:51:40.620552
-0.06698144972324371,25382,10:51:41.620486
-0.06670626252889633,25632,10:51:42.620742
-0.06689763814210892,25882,10:51:43.621574
-0.06612276285886765,26132,10:51:44.620543
-0.06653105467557907,26382,10:51:45.631448
-0.06629658490419388,26632,10:51:46.621293
-0.06694915145635605,26882,10:51:47.620184
-0.06682786345481873,27132,10:51:48.620650
-0.06691024452447891,27382,10:51:49.620268
-0.06648501753807068,27632,10:51:50.620590
-0.0666489452123642,27882,10:51:51.620455
-0.06648046523332596,28132,10:51:52.620445
-0.06664235889911652,28382,10:51:53.620290
-0.06692778319120407,28632,10:51:54.610295
-0.06686974316835403,28882,10:51:55.610772
-0.06643399596214294,29132,10:51:56.620251
-0.0668669268488884,29382,10:51:57.610773
-0.06702573597431183,29632,10:51:58.610761
-0.06689437478780746,29882,10:51:59.610810
-0.06704594939947128,30132,10:52:00.609902
-0.06708403676748276,30382,10:52:01.610807
-0.06686482578516006,30632,10:52:02.610825
-0.06661952286958694,30882,10:52:03.610839
-0.06666640192270279,31132,10:52:04.610800
-0.06636160612106323,31382,10:52:05.610878
-0.0666680783033371,31632,10:52:06.610755
-0.06689905375242233,31882,10:52:07.609977
-0.06734136492013931,32132,10:52:08.609951
-0.06655823439359665,32382,10:52:09.609629
-0.06696166098117828,32632,10:52:10.610818
-0.06690142303705215,-32654,10:52:11.601078
-0.06682626157999039,-32404,10:52:12.600392
-0.0669388622045517,-32154,10:52:13.610818
-0.06653448939323425,-31904,10:52:14.600645
-0.0669322982430458,-31654,10:52:15.600237
-0.06690021604299545,-31404,10:52:16.600818
-0.06694445759057999,-31154,10:52:17.600668
-0.06689232587814331,-30904,10:52:18.600287
-0.06685645878314972,-30654,10:52:19.600655
-0.06698630005121231,-30404,10:52:20.600579
-0.06695467233657837,-30154,10:52:21.600396
-0.06715195626020432,-29904,10:52:22.600461
-0.06690697371959686,-29654,10:52:23.600358
-0.06691800802946091,-29404,10:52:24.600335
-0.06723290681838989,-29154,10:52:25.599630
-0.06696975231170654,-28904,10:52:26.599813
-0.06677628308534622,-28654,10:52:27.600283
-0.06645926833152771,-28404,10:52:28.600811
-0.06635180115699768,-28154,10:52:29.590942
-0.06675556302070618,-27904,10:52:30.590040
-0.06630655378103256,-27654,10:52:31.590618
-0.06636350601911545,-27404,10:52:32.600782
-0.066382996737957,-27154,10:52:33.590858
-0.06656350195407867,-26904,10:52:34.591130
-0.06696686893701553,-26654,10:52:35.590902
-0.0662757009267807,-26404,10:52:36.600401
-0.06654930114746094,-26154,10:52:37.590861
-0.06637866795063019,-25904,10:52:38.590960
-0.06631233543157578,-25654,10:52:39.590725
-0.06632167845964432,-25404,10:52:40.591205
-0.06674791872501373,-25154,10:52:41.590449
-0.06611494719982147,-24904,10:52:42.628003
-0.06696735322475433,-24654,10:52:43.590440
-0.06629471480846405,-24404,10:52:44.600716
-0.0669337585568428,-24154,10:52:45.590536
-0.0671243667602539,-23904,10:52:46.581147
-0.06680891662836075,-23654,10:52:47.580340
-0.06646528095006943,-23404,10:52:48.580558
-0.0664585754275322,-23154,10:52:49.580676
-0.06630264222621918,-22904,10:52:50.580620
-0.06657560914754868,-22654,10:52:51.580028
-0.06712152808904648,-22404,10:52:52.581385
-0.0665568858385086,-22154,10:52:53.580437
-0.06692906469106674,-21904,10:52:54.580053
-0.06681185215711594,-21654,10:52:55.590657
-0.06679210811853409,-21404,10:52:56.581024
-0.0670124813914299,-21154,10:52:57.580774
-0.06679429113864899,-20904,10:52:58.580279
-0.06688757240772247,-20654,10:52:59.580149
-0.06689455360174179,-20404,10:53:00.580206
-0.0668751522898674,-20154,10:53:01.579863
