ENMO,PacketCounter,TimeStamp
-0.0668940618634224,632,10:50:02.680340
-0.06650744378566742,882,10:50:03.680681
-0.06676988303661346,1132,10:50:04.680751
-0.06613325327634811,1382,10:50:05.680616
-0.06628988683223724,1632,10:50:06.679513
-0.0661482959985733,1882,10:50:07.680608
-0.06608497351408005,2132,10:50:08.679670
-0.06605509668588638,2382,10:50:09.669938
-0.06621981412172318,2632,10:50:10.670346
-0.06638596206903458,2882,10:50:11.670766
-0.06622564047574997,3132,10:50:12.670809
-0.06616722792387009,3382,10:50:13.670814
-0.06613507121801376,3632,10:50:14.670252
-0.06661039590835571,3882,10:50:15.670228
-0.066151924431324,4132,10:50:16.670571
-0.06597857177257538,4382,10:50:17.671466
-0.06598308682441711,4632,10:50:18.670773
-0.06638824194669724,4882,10:50:19.681863
-0.06633171439170837,5132,10:50:20.671720
-0.06650348007678986,5382,10:50:21.669616
-0.0664566308259964,5632,10:50:22.671035
-0.06704883277416229,5882,10:50:23.670037
-0.06682037562131882,6132,10:50:24.670026
-0.06720397621393204,6382,10:50:25.670321
-0.06687206029891968,6632,10:50:26.660720
-0.06689372658729553,6882,10:50:27.664517
-0.06682457774877548,7132,10:50:28.660879
-0.06732067465782166,7382,10:50:29.660674
-0.06683535873889923,7632,10:50:30.660608
-0.06682752817869186,7882,10:50:31.660113
-0.06712755560874939,8132,10:50:32.660473
-0.06689653545618057,8382,10:50:33.660502
-0.06695663183927536,8632,10:50:34.660727
-0.06661967933177948,8882,10:50:35.662376
-0.06702663749456406,9132,10:50:36.660685
-0.06656451523303986,9382,10:50:37.660513
-0.066380575299263,9632,10:50:38.660415
-0.06635759025812149,9882,10:50:39.659420
-0.0666714459657669,10132,10:50:40.659462
-0.06668759137392044,10382,10:50:41.660190
-0.06645636260509491,10632,10:50:42.659566
-0.06689558178186417,10882,10:50:43.660424
-0.06646779924631119,11132,10:50:44.650018
-0.06680532544851303,11382,10:50:45.650582
-0.06675051897764206,11632,10:50:46.650703
-0.06659956276416779,11882,10:50:47.650205
-0.06689665466547012,12132,10:50:48.650296
-0.06701608002185822,12382,10:50:49.650779
-0.06708914786577225,12632,10:50:50.650839
-0.06683015823364258,12882,10:50:51.650779
