Acel_X,Acel_Y,Acel_Z,AngVel_X,AngVel_Y,AngVel_Z,PacketCounter,PacketLoss,Timestamp
-33,583,7784,218,-595,301,2315,10,09:55:43.783569
-8,574,7777,209,-592,303,2325,10,09:55:43.823561
-10,569,7787,210,-592,298,2335,10,09:55:43.863427
-19,575,7784,210,-588,295,2345,10,09:55:43.914176
-4,575,7786,211,-591,297,2355,10,09:55:43.943595
1,578,7798,214,-590,298,2365,10,09:55:43.984629
-14,581,7807,211,-586,298,2375,10,09:55:44.023636
-16,565,7792,210,-586,295,2385,10,09:55:44.063337
-34,565,7777,212,-586,290,2395,10,09:55:44.104105
-11,594,7780,212,-589,295,2405,10,09:55:44.143633
-3,570,7778,204,-593,298,2415,10,09:55:44.193641
-32,575,7781,211,-592,292,2425,10,09:55:44.223638
-10,581,7787,209,-593,294,2435,10,09:55:44.263589
4,575,7790,214,-592,302,2445,10,09:55:44.313629
-14,569,7773,207,-586,299,2455,10,09:55:44.343646
-23,576,7782,210,-590,295,2465,10,09:55:44.383638
-19,571,7791,205,-589,298,2475,10,09:55:44.434210
-8,575,7785,213,-593,294,2485,10,09:55:44.463267
-32,575,7781,211,-592,300,2495,10,09:55:44.503641
-20,563,7786,210,-593,295,2505,10,09:55:44.543635
-13,551,7784,213,-587,302,2515,10,09:55:44.583480
-29,578,7787,218,-594,297,2525,10,09:55:44.623711
-15,573,7796,207,-603,296,2535,10,09:55:44.663654
-12,577,7789,204,-594,295,2545,10,09:55:44.704308
-13,567,7791,212,-592,296,2555,10,09:55:44.743739
-25,570,7794,214,-586,295,2565,10,09:55:44.793649
-19,564,7784,210,-592,299,2575,10,09:55:44.823642
-6,575,7785,206,-586,300,2585,10,09:55:44.863654
-13,566,7779,209,-592,295,2595,10,09:55:44.903649
-18,571,7791,216,-593,298,2605,10,09:55:44.943661
-11,575,7789,209,-585,299,2615,10,09:55:44.983620
-19,570,7791,211,-591,298,2625,10,09:55:45.023575
-21,586,7785,212,-596,294,2635,10,09:55:45.063669
-14,575,7776,215,-594,298,2645,10,09:55:45.103999
-4,574,7780,205,-587,296,2655,10,09:55:45.153527
-18,575,7785,214,-592,300,2665,10,09:55:45.193419
-10,573,7782,211,-594,295,2675,10,09:55:45.223385
-8,580,7796,207,-586,297,2685,10,09:55:45.263750
-16,573,7807,211,-592,301,2695,10,09:55:45.303251
-41,579,7783,215,-591,299,2705,10,09:55:45.343611
-6,573,7786,213,-594,302,2715,10,09:55:45.383634
0,579,7785,204,-593,299,2725,10,09:55:45.423528
-9,578,7787,210,-588,299,2735,10,09:55:45.463592
-4,575,7790,211,-588,300,2745,10,09:55:45.503611
-12,576,7777,211,-589,299,2755,10,09:55:45.543260
-29,587,7792,210,-589,298,2765,10,09:55:45.583258
-8,590,7791,210,-592,296,2775,10,09:55:45.623609
0,579,7779,207,-592,303,2785,10,09:55:45.663549
-9,576,7776,215,-590,299,2795,10,09:55:45.704053
-8,583,7798,207,-590,295,2805,10,09:55:45.743617
-17,571,7782,211,-591,299,2815,10,09:55:45.783640
-19,567,7801,210,-590,297,2825,10,09:55:45.823626
-16,581,7784,207,-589,298,2835,10,09:55:45.863637
-11,593,7791,210,-590,299,2845,10,09:55:45.913623
-18,586,7785,212,-597,300,2855,10,09:55:45.943634
-11,568,7785,207,-591,292,2865,10,09:55:45.983606
-8,572,7784,213,-590,301,2875,10,09:55:46.023621
-12,586,7772,208,-593,298,2885,10,09:55:46.063299
-9,569,7788,210,-588,299,2895,10,09:55:46.104058
-6,574,7792,210,-589,300,2905,10,09:55:46.143649
-3,583,7794,209,-592,298,2915,10,09:55:46.193621
-6,588,7790,210,-589,298,2925,10,09:55:46.222905
-9,582,7792,208,-591,296,2935,10,09:55:46.273791
-13,570,7795,212,-591,297,2945,10,09:55:46.304101
-3,575,7793,210,-590,296,2955,10,09:55:46.343255
-9,586,7794,206,-588,300,2965,10,09:55:46.383149
-10,588,7796,216,-590,297,2975,10,09:55:46.423661
-17,582,7782,214,-588,296,2985,10,09:55:46.463626
-19,570,7785,206,-593,300,2995,10,09:55:46.503621
-16,570,7791,208,-587,293,3005,10,09:55:46.543615
-8,581,7797,210,-597,295,3015,10,09:55:46.584115
