Acel_X,Acel_Y,Acel_Z,AngVel_X,AngVel_Y,AngVel_Z,PacketCounter,PacketLoss,Timestamp
8,-192,7823,209,-582,296,4532,10,10:50:18.332568
14,-192,7820,209,-581,296,4542,10,10:50:18.372566
4,-201,7807,209,-581,298,4552,10,10:50:18.412782
10,-207,7817,211,-584,296,4562,10,10:50:18.453274
12,-205,7808,209,-583,292,4572,10,10:50:18.492556
-6,-208,7816,208,-584,293,4582,10,10:50:18.533258
16,-198,7814,208,-586,295,4592,10,10:50:18.572554
17,-201,7816,207,-580,293,4602,10,10:50:18.612926
-1,-200,7827,212,-583,295,4612,10,10:50:18.652436
1,-194,7824,204,-585,292,4622,10,10:50:18.692377
-10,-206,7819,214,-584,295,4632,10,10:50:18.733637
2,-198,7819,210,-584,294,4642,10,10:50:18.772582
9,-198,7821,206,-584,298,4652,10,10:50:18.813260
11,-198,7817,206,-581,296,4662,10,10:50:18.853365
5,-197,7829,203,-580,293,4672,10,10:50:18.893017
14,-200,7820,213,-585,290,4682,10,10:50:18.932649
-6,-210,7817,207,-583,293,4692,10,10:50:18.972570
4,-205,7829,209,-588,295,4702,10,10:50:19.012591
15,-215,7827,205,-583,296,4712,10,10:50:19.053236
14,-201,7812,212,-584,293,4722,10,10:50:19.093091
-5,-194,7814,208,-587,296,4732,10,10:50:19.133683
11,-211,7835,205,-585,294,4742,10,10:50:19.164062
-11,-209,7828,214,-585,295,4752,10,10:50:19.227396
5,-188,7813,209,-587,297,4762,10,10:50:19.263300
-10,-196,7828,205,-583,292,4772,10,10:50:19.303193
9,-209,7820,203,-587,290,4782,10,10:50:19.335108
-12,-195,7819,198,-582,297,4792,10,10:50:19.373726
-20,-199,7819,211,-582,294,4802,10,10:50:19.413025
-16,-209,7810,204,-584,293,4812,10,10:50:19.452527
0,-209,7810,205,-584,293,4822,10,10:50:19.493246
5,-203,7820,210,-586,294,4832,10,10:50:19.533559
-7,-215,7825,208,-583,288,4842,10,10:50:19.584384
8,-194,7821,207,-583,292,4852,10,10:50:19.622377
9,-193,7815,217,-580,294,4862,10,10:50:19.652856
11,-208,7808,213,-582,295,4872,10,10:50:19.703205
-1,-194,7818,207,-591,293,4882,10,10:50:19.742337
-6,-203,7821,212,-586,296,4892,10,10:50:19.764104
1,-191,7807,207,-589,293,4902,10,10:50:19.804052
-8,-211,7814,211,-581,287,4912,10,10:50:19.842865
-2,-201,7841,209,-578,292,4922,10,10:50:19.902487
12,-202,7825,212,-584,296,4932,10,10:50:19.923432
-2,-209,7812,205,-588,294,4942,10,10:50:19.963704
7,-186,7810,207,-585,293,4952,10,10:50:20.003542
8,-209,7804,202,-583,291,4962,10,10:50:20.043223
2,-206,7810,206,-582,292,4972,10,10:50:20.084119
4,-210,7804,209,-582,295,4982,10,10:50:20.123491
7,-193,7811,205,-582,294,4992,10,10:50:20.169373
4,-200,7800,207,-578,296,5002,10,10:50:20.203282
0,-203,7812,206,-581,296,5012,10,10:50:20.244138
-3,-212,7826,208,-584,295,5022,10,10:50:20.283984
-2,-213,7813,202,-586,292,5032,10,10:50:20.323743
-9,-213,7818,207,-582,295,5042,10,10:50:20.364231
-5,-200,7814,208,-586,293,5052,10,10:50:20.403420
2,-213,7808,207,-587,289,5062,10,10:50:20.442829
5,-215,7809,210,-582,292,5072,10,10:50:20.483777
6,-200,7808,213,-584,301,5082,10,10:50:20.523081
-7,-216,7819,207,-585,299,5092,10,10:50:20.572799
-6,-212,7823,211,-581,296,5102,10,10:50:20.603863
-13,-207,7801,205,-589,299,5112,10,10:50:20.644504
-8,-211,7818,206,-579,290,5122,10,10:50:20.693388
8,-216,7805,206,-582,291,5132,10,10:50:20.732799
3,-192,7831,205,-580,296,5142,10,10:50:20.773557
7,-199,7806,204,-583,299,5152,10,10:50:20.812483
-11,-199,7819,204,-587,291,5162,10,10:50:20.852865
2,-198,7816,202,-581,292,5172,10,10:50:20.893850
0,-209,7815,209,-583,298,5182,10,10:50:20.934068
12,-199,7820,206,-586,294,5192,10,10:50:20.972549
6,-205,7817,206,-585,292,5202,10,10:50:21.003774
11,-193,7810,211,-582,296,5212,10,10:50:21.042654
-12,-205,7805,205,-585,293,5222,10,10:50:21.083460
-5,-210,7824,207,-582,294,5232,10,10:50:21.123755
9,-203,7817,206,-585,297,5242,10,10:50:21.162936
-5,-206,7813,207,-586,293,5252,10,10:50:21.203046
3,-218,7808,213,-577,294,5262,10,10:50:21.242958
7,-214,7812,212,-584,296,5272,10,10:50:21.285624
13,-197,7812,213,-580,294,5282,10,10:50:21.323129
-2,-210,7811,214,-581,294,5292,10,10:50:21.364085
