ENMO,PacketCounter,TimeStamp
-0.04559982195496559,30922,10:52:03.832427
-0.04595811665058136,31172,10:52:04.822804
-0.04581187292933464,31422,10:52:05.823894
-0.046038731932640076,31672,10:52:06.823220
-0.045840248465538025,31922,10:52:07.822868
-0.04588218778371811,32172,10:52:08.823317
-0.04559630900621414,32422,10:52:09.822776
-0.04570811241865158,32672,10:52:10.823368
-0.04570280387997627,-32614,10:52:11.822895
-0.045908957719802856,-32364,10:52:12.823809
-0.0457070916891098,-32114,10:52:13.824491
-0.04520284757018089,-31864,10:52:14.832419
-0.04536808654665947,-31614,10:52:15.823377
-0.0458221435546875,-31364,10:52:16.823304
-0.04590897634625435,-31114,10:52:17.822751
-0.045379888266325,-30864,10:52:18.822565
-0.04553472623229027,-30614,10:52:19.822212
-0.0453348346054554,-30364,10:52:20.822870
-0.04585553705692291,-30114,10:52:21.822349
-0.04538601264357567,-29864,10:52:22.813480
-0.045705489814281464,-29614,10:52:23.814683
-0.04571758210659027,-29364,10:52:24.813647
-0.045859042555093765,-29114,10:52:25.814658
-0.0455312617123127,-28864,10:52:26.813668
-0.04562893882393837,-28614,10:52:27.814407
-0.045530203729867935,-28364,10:52:28.813452
-0.04568111523985863,-28114,10:52:29.813218
-0.045335542410612106,-27864,10:52:30.813357
-0.04531615227460861,-27614,10:52:31.813406
-0.044969167560338974,-27364,10:52:32.813546
-0.0455995611846447,-27114,10:52:33.813414
-0.04581816494464874,-26864,10:52:34.813345
-0.04546224698424339,-26614,10:52:35.813346
-0.04548381641507149,-26364,10:52:36.812262
-0.04585079848766327,-26114,10:52:37.832518
-0.04582016170024872,-25864,10:52:38.813236
-0.04570270702242851,-25614,10:52:39.802301
-0.04478537663817406,-25364,10:52:40.803822
-0.04574783146381378,-25114,10:52:41.803198
-0.04601514711976051,-24864,10:52:42.803265
-0.046195000410079956,-24614,10:52:43.803054
-0.046438008546829224,-24364,10:52:44.803361
-0.04607384279370308,-24114,10:52:45.803164
-0.04587526246905327,-23864,10:52:46.803867
-0.04644911736249924,-23614,10:52:47.803349
-0.04615015164017677,-23364,10:52:48.812889
-0.046124622225761414,-23114,10:52:49.803802
-0.04601890966296196,-22864,10:52:50.803349
-0.04598889872431755,-22614,10:52:51.814123
-0.046152468770742416,-22364,10:52:52.802205
-0.045923300087451935,-22114,10:52:53.802799
-0.046206701546907425,-21864,10:52:54.812518
-0.04601753130555153,-21614,10:52:55.803068
-0.04637524485588074,-21364,10:52:56.803069
-0.0457385815680027,-21114,10:52:57.793057
-0.04600505530834198,-20864,10:52:58.794009
-0.04593638330698013,-20614,10:52:59.803022
-0.045958179980516434,-20364,10:53:00.794075
-0.046013593673706055,-20114,10:53:01.802478
